"http://www.myexperiment.org/groups/709","RNA-seq","1","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p><i>No description</i></p></div>","Saturday 17 September 2011 @ 12:39:22 (BST)","RNAseq","http://www.myexperiment.org/users/18646, ","http://www.myexperiment.org/users/18646","1","http://www.myexperiment.org/groups/709","RNA-seq","1","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p><i>No description</i></p></div>","Saturday 17 September 2011 @ 12:39:22 (BST)","RNAseq","http://www.myexperiment.org/users/18646, ","http://www.myexperiment.org/users/18646","1","","","2011-11-05 14:34:00.988296",
"http://www.myexperiment.org/groups/186","CWA working group 1.6: commercialization /  valorization","5","","0","0","4","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p><span style=font-family: 'Times New Roman'; >&nbsp;<span class=Apple-style-span style=font-weight: bold; >Scope: How do we safeguard the &lsquo;trusted party&rsquo; role of CWA towards the public as well as the private sector, while building the structure and partnerships to serve commercial users with realizable services based on the &lsquo;triple store&rsquo; to contribute to the long term sustainability of CWA</span></span></p></div>","Sunday 02 August 2009 @ 18:22:28 (BST)","","http://www.myexperiment.org/users/2640, http://www.myexperiment.org/users/2706, http://www.myexperiment.org/users/2729, http://www.myexperiment.org/users/2702, http://www.myexperiment.org/users/2611, ","http://www.myexperiment.org/users/2640","1","http://www.myexperiment.org/tags/1502, http://www.myexperiment.org/tags/1499, http://www.myexperiment.org/tags/1503, http://www.myexperiment.org/tags/1500, ","commercialization, cwa, valorization, working group, ","2011-11-05 14:49:48.460665",
"http://www.myexperiment.org/groups/526","Open Source Drug discovery (OSDD)","2","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p><img src=/uploads/Image/OSDD.png height=50 alt= width=251 /></p><p>&nbsp;</p><p><i><b>&lt;font>OSDD  											is a CSIR Team India Consortium  											with Global Partnership with a  									vision to provide affordable healthcare to  									the developing world by providing a global  									platform where the best minds can  									collaborate &amp; collectively endeavor to solve  									the complex problems associated with  									discovering novel therapies for neglected  									tropical diseases like Malaria,  									Tuberculosis, Leshmaniasis, etc. It is a  									concept to collaboratively aggregate the  									biological and genetic information available  									to scientists in order to use it to hasten  									the discovery of drugs. This will provide a  									unique opportunity for scientists, doctors,  									technocrats, students and others with  									diverse expertise to work for a common  									cause.<br /><br />The success of Open Source models in  									Information Technology (For e.g., Web  									Technology, The Linux Operating System) and  									Biotechnology (For e.g., Human Genome  									Sequencing) sectors highlights the urgent  									need to initiate a similar model in  									healthcare, i.e., an Open Source model for  									Drug Discovery. &lt;/font></b></i>&lt;font><br />&lt;/font></p></div>","Monday 06 June 2011 @ 15:22:27 (BST)","osdd","http://www.myexperiment.org/users/16947, http://www.myexperiment.org/users/286, ","http://www.myexperiment.org/users/16947","1","","","2011-11-05 14:49:50.284161",
"http://www.myexperiment.org/groups/49","SBML","5","","1","0","2","","1","<div class=box_simple style=margin: 0 0 0.4em 0;><p>For people interested in doing SBML-related stuff in workflows</p></div>","Thursday 29 November 2007 @ 11:46:44 (GMT)","","http://www.myexperiment.org/users/221, http://www.myexperiment.org/users/12770, http://www.myexperiment.org/users/13295, http://www.myexperiment.org/users/13247, http://www.myexperiment.org/users/12490, ","http://www.myexperiment.org/users/221","1","http://www.myexperiment.org/tags/368, http://www.myexperiment.org/tags/610, ","pathways, sbml, ","2011-11-05 14:49:52.571052",
"http://www.myexperiment.org/groups/224","EuroGlycoArrays","5","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p>The EuroGlycoArrays project, launched on 01 September 2008, has been granted a 4 million EURO award by the EC to set up a Marie Curie Initial Training Network as part of the FP7 People Programme.</p><p>This grant will fund four years of research and training into the development of carbohydrate arrays as highly innovative tools to map out carbohydrate-protein interactions in cells or tissues.</p><p>The large-scale project is being coordinated by the University of Manchester, UK, and will be delivered by a consortium of 16 industrial and academic partners.</p></div>","Monday 02 November 2009 @ 16:31:34 (GMT)","","http://www.myexperiment.org/users/4470, http://www.myexperiment.org/users/5019, http://www.myexperiment.org/users/4903, http://www.myexperiment.org/users/4900, http://www.myexperiment.org/users/4512, ","http://www.myexperiment.org/users/4470","1","","","2011-11-05 14:49:54.348655",
"http://www.myexperiment.org/groups/374","Testing","1","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p><i>No description</i></p></div>","Friday 01 April 2011 @ 19:43:28 (BST)","HHCHEAL17","http://www.myexperiment.org/users/15545, ","http://www.myexperiment.org/users/15545","1","","","2011-11-05 14:49:56.347194",
"http://www.myexperiment.org/groups/20","Annotation of biological resources","2","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p>Annotation of Biological Resources Information</p><p>Introduction</p><p>Biological resources are an essential tools in biology.  The goal of this project is the creation of a suite of workflows that can support annotation of the information on biological resources by automating access to and retrieval of data from biomedical databases that include information on resources included in collection.</p><p>Contacts</p><p>If you are interested in more information on the ABRI project (BTW, abri is a French word, it means refuge) and/or you are willing to contribute to it, please get in touch with me on myexperiment.</p><p>Initial steps</p><p>Initially, we intend to concentrate efforts on developing workflows supporting update of the ICLC (Interlab Cell Line Collection) catalogue (see [ICLC site][1] and [CABRI site][2]).</p><p>[1]: <a href=http://www.iclc.it/ rel=nofollow>http://www.iclc.it/</a> [2]: <a href=http://www.cabri.org/ rel=nofollow>http://www.cabri.org/</a></p></div>","Thursday 02 August 2007 @ 14:00:25 (BST)","ABRI","http://www.myexperiment.org/users/69, http://www.myexperiment.org/users/76, ","http://www.myexperiment.org/users/69","1","","","2011-11-05 14:49:58.057112",
"http://www.myexperiment.org/groups/235","IMPACT - Improving Access to Text","51","","67","0","3","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p><a href=http://www.impact-project.eu rel=nofollow>IMPACT</a> (IMProving ACcess to Text) is a project funded under the Seventh Framework Programme of the European Commission (FP7). It aims to significantly improve access to historical text and to take away the barriers that stand in the way of the mass digitisation of the European cultural heritage.</p><p>This is currently a restricted group. In case of questions, please contact the Project Office at <a href=mailto:impact@kb.nl rel=nofollow>impact@kb.nl</a>.</p><p>&nbsp;</p></div>","Tuesday 19 January 2010 @ 13:14:21 (GMT)","IMPACT","http://www.myexperiment.org/users/8675, http://www.myexperiment.org/users/16895, http://www.myexperiment.org/users/16668, http://www.myexperiment.org/users/15815, http://www.myexperiment.org/users/15813, http://www.myexperiment.org/users/15791, http://www.myexperiment.org/users/15094, http://www.myexperiment.org/users/14932, http://www.myexperiment.org/users/666, http://www.myexperiment.org/users/14710, http://www.myexperiment.org/users/14709, http://www.myexperiment.org/users/14519, http://www.myexperiment.org/users/14526, http://www.myexperiment.org/users/14523, http://www.myexperiment.org/users/14521, http://www.myexperiment.org/users/14518, http://www.myexperiment.org/users/14514, http://www.myexperiment.org/users/14516, http://www.myexperiment.org/users/14107, http://www.myexperiment.org/users/13885, http://www.myexperiment.org/users/12870, http://www.myexperiment.org/users/12678, http://www.myexperiment.org/users/11323, http://www.myexperiment.org/users/11301, http://www.myexperiment.org/users/10775, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/13, http://www.myexperiment.org/users/9758, http://www.myexperiment.org/users/9494, http://www.myexperiment.org/users/9285, http://www.myexperiment.org/users/9426, http://www.myexperiment.org/users/6611, http://www.myexperiment.org/users/8560, http://www.myexperiment.org/users/8342, http://www.myexperiment.org/users/8326, http://www.myexperiment.org/users/8308, http://www.myexperiment.org/users/8216, http://www.myexperiment.org/users/8212, http://www.myexperiment.org/users/7799, http://www.myexperiment.org/users/7598, http://www.myexperiment.org/users/7266, http://www.myexperiment.org/users/7451, http://www.myexperiment.org/users/7265, http://www.myexperiment.org/users/7251, http://www.myexperiment.org/users/7249, http://www.myexperiment.org/users/7248, http://www.myexperiment.org/users/7207, http://www.myexperiment.org/users/7165, http://www.myexperiment.org/users/7185, http://www.myexperiment.org/users/6731, http://www.myexperiment.org/users/4707, ","http://www.myexperiment.org/users/8675","1","http://www.myexperiment.org/tags/2221, http://www.myexperiment.org/tags/2007, http://www.myexperiment.org/tags/1946, ","digitisation, impact, ocr, ","2011-11-05 14:50:06.140197",
"http://www.myexperiment.org/groups/73","FunctionalGenomics","1","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p>Studying functional genomics in computational aspect, especially for yeast...</p></div>","Thursday 20 March 2008 @ 09:23:32 (GMT)","func-genomics","http://www.myexperiment.org/users/725, ","http://www.myexperiment.org/users/725","1","","","2011-11-05 14:50:08.013433",
"http://www.myexperiment.org/groups/286","Wf4Ever","5","","1","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p><strong>Wf4Ever</strong> aims at providing the methods and tools required to ensure the long-term preservation of&nbsp;scientific workflows in order to support the scientific discovery process and the development of new&nbsp;scientific assets.</p><p>&nbsp;</p><p>&nbsp;</p><p>See <a href=http://www.wf4ever-project.org/ rel=nofollow>http://www.wf4ever-project.org/</a>&nbsp;</p></div>","Sunday 06 February 2011 @ 18:22:05 (GMT)","wf4ever","http://www.myexperiment.org/users/16, http://www.myexperiment.org/users/70, http://www.myexperiment.org/users/25, http://www.myexperiment.org/users/5, http://www.myexperiment.org/users/438, ","http://www.myexperiment.org/users/16","1","","","2011-11-05 14:50:10.484904",
"http://www.myexperiment.org/groups/3","experimental project","2","","0","0","0","","0","<div class=box_simple style=margin: 0 0 0.4em 0;><p>Introduction------------</p><p>This is the initial project page. You can edit this page like a wiki using [Markdown syntax][1] or by adding html.</p><p>[1]: <a href=http://daringfireball.net/projects/markdown/syntax>http://daringfireball.net/projects/markdown/syntax</a></p></div>","Friday 20 July 2007 @ 17:16:10 (BST)","experimental_project","http://www.myexperiment.org/users/6, http://www.myexperiment.org/users/1, ","http://www.myexperiment.org/users/6","1","","","2011-11-05 14:50:12.420606",
