"http://www.myexperiment.org/packs/195","Presentation - Machines, Methods and Music - On the Evolution of e-Research ","<p>Title: Machines, Methods and Music - On the Evolution of e-Research<br />Speaker: David De Roure<br />Event: The 2011 International Conference on High Performance Computing &amp; Simulation (HPCS 2011)<br />Event URL: <a href="http://hpcs11.cisedu.info/" rel="nofollow">http://hpcs11.cisedu.info/</a>Location: Istanbul, Turkey<br />Date: Tuesday 5th July 2011<br />Formats: .pptx</p>","2","","","","","0","http://hpcs11.cisedu.info/, http://dl.dropbox.com/u/1202407/Presentations/MachinesMethodsMusic.pptx, ","http://www.myexperiment.org/packs/195/statistics","20","5","4","1","3","0","0","0","16","5","2011-11-05 15:12:45.353985",
"http://www.myexperiment.org/packs/113","Presentation - Research Objects: towards exchange and reuse of digital knowledge","<p>&nbsp;<span class="Apple-style-span">Title: Research Objects: towards exchange and reuse of digital knowledge<br /><br />Speaker: Sean Bechhofer<br /><br />Event: The Future of the Web for Collaborative Science Workshop at WWW 2010<br /><br /><span class="Apple-style-span"><span class="Apple-style-span">Event URL:&nbsp;</span><a href="http://dest2010.debii.curtin.edu.au/" rel="nofollow">http://esw.w3.org/topic/HCLS/WWW2010/Workshop</a></span><br /><br />Location: Raleigh, North Carolina,<br /><br />Date: Monday April 26, 2010<br /><br />Formats: .ppt</span></p>","1","","","","","0","http://dl.dropbox.com/u/1202407/Presentations/ResearchObjects-SB-FWCS.ppt, ","http://www.myexperiment.org/packs/113/statistics","55","17","16","2","14","3","0","3","39","14","2011-11-05 15:12:48.934531",
"http://www.myexperiment.org/packs/157","Open Data: Bilateral Perisylvian Polymicrogyria","<p>This pack contains freely accessible data for scientific researchers to try and identify key genes linked to Bilateral Perisylvian Polymicrogyria. For those who want more information about this condition before they download the data, please see this link, which describes the condition and traits: <a href="http://omim.org/entry/300388?search=bilateral%20perisylvian%20polymicrogyria" rel="nofollow">http://omim.org/entry/300388?search=bilateral%20perisylvian%20polymicrogyria</a></p>","7","http://www.myexperiment.org/workflows/1846, http://www.myexperiment.org/workflows/1957, ","Pathway and Gene to Pubmed, Pathways and Gene annotations forQTL region, ","http://www.myexperiment.org/users/43, http://www.myexperiment.org/users/43, ","Paul Fisher, Paul Fisher, ","2","http://www.slideshare.net/fisherp/a-systematic-approach-to-genotypephenotype-correlations, http://omim.org/entry/300388?search=bilateral%20perisylvian%20polymicrogyria, ","http://www.myexperiment.org/packs/157/statistics","971","27","105","6","99","17","12","5","866","10","2011-11-05 15:12:53.822151",
"http://www.myexperiment.org/packs/18","AIDA toolbox","<p>Adaptive Information Disclosure Application toolbox:</p>","9","","","","","0","http://www.biocatalogue.org/search?q=aida&commit=, http://dev.adaptivedisclosure.org/hudson/job/AIDA/javadoc/, http://dev.adaptivedisclosure.org/hudson/job/AIDA/, http://ws.adaptivedisclosure.org/, http://ws.adaptivedisclosure.org/axis/services/ThesaurusRepositoryWS?wsdl, http://ws.adaptivedisclosure.org/axis/services/CRFapply?wsdl, http://ws.adaptivedisclosure.org/axis/services/SearcherWS?wsdl, http://ws.adaptivedisclosure.org/axis/services/RepositoryWS?wsdl, http://ws.adaptivedisclosure.org/axis/services/NERecognizerService?wsdl, ","http://www.myexperiment.org/packs/18/statistics","439","144","176","47","129","21","1","20","263","123","2011-11-05 15:12:57.643843",
"http://www.myexperiment.org/packs/44","testPack","<p>Test pack to see how it works?</p>","0","http://www.myexperiment.org/packs/44","testPack","<p>Test pack to see how it works?</p>","0","","","","","0","","http://www.myexperiment.org/packs/44/statistics","74","37","8","1","7","2","0","2","66","35","2011-11-05 15:23:04.457688",
"http://www.myexperiment.org/packs/69","Presentation - A Web 2.0 Virtual Research Environment for Research using Computation and Services","<p>Title: A Web 2.0 Virtual Research Environment for Research using Computation and Services</p>","2","","","","","0","http://eprints.ecs.soton.ac.uk/17607/, https://dl.getdropbox.com/u/1202407/Presentations/myExpSGDL.ppt, ","http://www.myexperiment.org/packs/69/statistics","114","59","26","10","16","11","3","8","88","48","2011-11-05 15:23:07.638565",
"http://www.myexperiment.org/packs/126","comad simple demo workflow","<p>It contains a group of simple workflows to show various basic concepts of comad, including how to build your first comad workflow, how to use the composite coactor, creation, port reference and deletion (filter) syntax in comad path expression, and how to use user defined type and type alias.</p>","8","http://www.myexperiment.org/workflows/1334, http://www.myexperiment.org/workflows/1333, http://www.myexperiment.org/workflows/1332, http://www.myexperiment.org/workflows/1331, http://www.myexperiment.org/workflows/1330, http://www.myexperiment.org/workflows/1329, http://www.myexperiment.org/workflows/1328, http://www.myexperiment.org/workflows/1327, ","Statistic_XmlInputFormat, Statistic_UserDefinedType, Statistic_TypeAlias, Statistic_portReference, Statistic_filter, Statistic_creation, Statistic_CompositeCoactor, Statistic, ","http://www.myexperiment.org/users/9391, http://www.myexperiment.org/users/9391, http://www.myexperiment.org/users/9391, http://www.myexperiment.org/users/9391, http://www.myexperiment.org/users/9391, http://www.myexperiment.org/users/9391, http://www.myexperiment.org/users/9391, http://www.myexperiment.org/users/9391, ","Leidou, Leidou, Leidou, Leidou, Leidou, Leidou, Leidou, Leidou, ","8","","http://www.myexperiment.org/packs/126/statistics","32","14","13","0","13","6","0","6","19","8","2011-11-05 15:23:11.122640",
"http://www.myexperiment.org/packs/205","Scientific Social Objects","<p></p>","2","","","","","0","","http://www.myexperiment.org/packs/205/statistics","7","0","2","1","1","0","0","0","5","0","2011-11-05 15:23:14.658278",
"http://www.myexperiment.org/packs/164","Presentation - The Evolution of myExperiment","<p></p>","2","","","","","0","http://dl.dropbox.com/u/1202407/Presentations/myExpEvolution.ppt, http://dl.dropbox.com/u/1202407/Presentations/myExpEvolution.pptx, ","http://www.myexperiment.org/packs/164/statistics","9","3","3","0","3","1","0","1","6","2","2011-11-05 15:23:17.889530",
"http://www.myexperiment.org/packs/32","Taverna localworker example pack","<p>A pack of examples of the calling of Taverna's localworkers.</p>","103","http://www.myexperiment.org/workflows/495, http://www.myexperiment.org/workflows/496, http://www.myexperiment.org/workflows/497, http://www.myexperiment.org/workflows/498, http://www.myexperiment.org/workflows/491, http://www.myexperiment.org/workflows/492, http://www.myexperiment.org/workflows/490, http://www.myexperiment.org/workflows/398, http://www.myexperiment.org/workflows/399, http://www.myexperiment.org/workflows/400, http://www.myexperiment.org/workflows/401, http://www.myexperiment.org/workflows/402, http://www.myexperiment.org/workflows/403, http://www.myexperiment.org/workflows/404, http://www.myexperiment.org/workflows/405, http://www.myexperiment.org/workflows/407, http://www.myexperiment.org/workflows/408, http://www.myexperiment.org/workflows/409, http://www.myexperiment.org/workflows/410, http://www.myexperiment.org/workflows/411, http://www.myexperiment.org/workflows/412, http://www.myexperiment.org/workflows/413, http://www.myexperiment.org/workflows/414, http://www.myexperiment.org/workflows/415, http://www.myexperiment.org/workflows/416, http://www.myexperiment.org/workflows/417, http://www.myexperiment.org/workflows/418, http://www.myexperiment.org/workflows/419, http://www.myexperiment.org/workflows/420, http://www.myexperiment.org/workflows/421, http://www.myexperiment.org/workflows/422, http://www.myexperiment.org/workflows/423, http://www.myexperiment.org/workflows/424, http://www.myexperiment.org/workflows/425, http://www.myexperiment.org/workflows/426, http://www.myexperiment.org/workflows/427, http://www.myexperiment.org/workflows/428, http://www.myexperiment.org/workflows/429, http://www.myexperiment.org/workflows/430, http://www.myexperiment.org/workflows/431, http://www.myexperiment.org/workflows/432, http://www.myexperiment.org/workflows/433, http://www.myexperiment.org/workflows/434, http://www.myexperiment.org/workflows/435, http://www.myexperiment.org/workflows/436, http://www.myexperiment.org/workflows/437, http://www.myexperiment.org/workflows/438, http://www.myexperiment.org/workflows/439, http://www.myexperiment.org/workflows/440, http://www.myexperiment.org/workflows/441, http://www.myexperiment.org/workflows/442, http://www.myexperiment.org/workflows/443, http://www.myexperiment.org/workflows/444, http://www.myexperiment.org/workflows/445, http://www.myexperiment.org/workflows/446, http://www.myexperiment.org/workflows/447, http://www.myexperiment.org/workflows/448, http://www.myexperiment.org/workflows/449, http://www.myexperiment.org/workflows/450, http://www.myexperiment.org/workflows/451, http://www.myexperiment.org/workflows/452, http://www.myexperiment.org/workflows/453, http://www.myexperiment.org/workflows/454, http://www.myexperiment.org/workflows/455, http://www.myexperiment.org/workflows/456, http://www.myexperiment.org/workflows/457, http://www.myexperiment.org/workflows/458, http://www.myexperiment.org/workflows/459, http://www.myexperiment.org/workflows/460, http://www.myexperiment.org/workflows/461, http://www.myexperiment.org/workflows/462, http://www.myexperiment.org/workflows/463, http://www.myexperiment.org/workflows/464, http://www.myexperiment.org/workflows/465, http://www.myexperiment.org/workflows/466, http://www.myexperiment.org/workflows/467, http://www.myexperiment.org/workflows/468, http://www.myexperiment.org/workflows/469, http://www.myexperiment.org/workflows/470, http://www.myexperiment.org/workflows/471, http://www.myexperiment.org/workflows/472, http://www.myexperiment.org/workflows/473, http://www.myexperiment.org/workflows/474, http://www.myexperiment.org/workflows/475, http://www.myexperiment.org/workflows/476, http://www.myexperiment.org/workflows/477, http://www.myexperiment.org/workflows/478, http://www.myexperiment.org/workflows/479, http://www.myexperiment.org/workflows/480, http://www.myexperiment.org/workflows/481, http://www.myexperiment.org/workflows/482, http://www.myexperiment.org/workflows/483, http://www.myexperiment.org/workflows/484, http://www.myexperiment.org/workflows/485, http://www.myexperiment.org/workflows/486, http://www.myexperiment.org/workflows/487, http://www.myexperiment.org/workflows/488, http://www.myexperiment.org/workflows/489, ","Extract elements from a list - full extraction, Extract elements from a list - single element extraction, Extract elements from a list - extraction in nested lists, Extract elements from a list - extraction of nested lists, Flatten list - two depth, Flatten list - three depth, Echo_with_occasional_failure-1, Ask - no parameters, Ask - just title parameter, Ask - just message parameter, Ask - title and message parameters, Byte[] to string - non empty value, Byte[] to string - empty value, Choose - no title or message parameters, Choose - title parameter, Choose - title and message parameters, Choose - single element list, Concatenate files - echo results and multiple files, Concatenate files - echo results but no files, Concatenate files - multiple files, Concatenate two strings, Concatenate two strings - empty strings, Create lots of strings, Decode base64 to byte[], Encode byte[] to base64, Execute cmd line app - unix - /bin/ls of temporary directory, Execute cmd line app - unix - /bin/ls -R of temporary directory, Fail if false - false value, Fail if false - true value, Fail if false - non false value, Fail if true - true value, Fail if true - false value, Fail if true - non true value, FIlter list of strings by regex with a suitable regular expression, FIlter list of strings by regex with an unsuitable regular expression, FIlter list of strings by regex extracting the specified group in the matches, FIlter list of strings by regex extracting the specified group in the matches, FIlter list of strings by regex extracting the specified group in the matches, Get image from URL - only url specified, Get image from URL - url and base specified, Get image URLs from HTTP document, Get image URLs from HTML document and output the results, Get web page from URL - just url, Get web page from URL - url and base, List files by extension - several answers, List files by extension - single answer, List files by extension - no answer, List files by extension - empty directory, List files by regex - several answers, List files by regex - single answer, List files by regex - no answer, List files by regex - empty directory, Merge string list to string - default separator, Merge string list to string - colon separator, Merge string list to string - empty list, Pad numeral with leading 0s - default targetlength, Pad numeral with leading 0s - specified targetlength, Pad numeral with leading 0s - too short targetlength, Read GenBank file, Read SwissProt file, Read text file, Read text file - several lines, Read text file - empty file, Remove duplicate strings, Remove duplicate strings - empty list, Reverse complement DNA, Select - no title or message parameters, Select - title parameter, Select - message parameter, Select - title and message parameters, Select - single element list, Split string into string list by regular expression - default regex, Split string into string list by regular expression - colon regex, Split string into string list by regular expression - character regex, String list difference - yielding non-empty list, String list difference - yielding empty list, String list intersection - yielding non empty list, String list intersection - yielding empty list, String list union - yielding non-empty list, String list union - yielding empty list, Tell - no parameters, Tell - title parameter, Tell - message parameter, Tell - title and message parameters, Test always fails - no parameters, Test always fails - one parameter, Test always fails - two parameters, Transcribe DNA, Transform XML - no output file, Transform XML - explicit output file, Transform XML - output file by extension, Warn - no parameters, Warn - title parameter, Warn - message parameter, Warn - title and message parameters, Write text file - specified value, Write text file - empty string value, Write text file - overwriting content, ","http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, http://www.myexperiment.org/users/30, ","Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, Alan Williams, ","98","","http://www.myexperiment.org/packs/32/statistics","2202","205","262","146","116","53","14","39","1940","152","2011-11-05 15:23:25.724059",
"http://www.myexperiment.org/packs/211","test","<p>&nbsp;test</p>","0","","","","","0","","http://www.myexperiment.org/packs/211/statistics","1","0","0","0","0","0","0","0","1","0","2011-11-05 15:23:28.800034",
"http://www.myexperiment.org/packs/167","Presentation - myExperiment Architecture","<p>Title: myExperiment Architecture&nbsp;</p>","2","","","","","0","http://dl.dropbox.com/u/1202407/Presentations/myExpArchitecture.pdf, http://dl.dropbox.com/u/1202407/Presentations/myExpArchitecture.ppt, ","http://www.myexperiment.org/packs/167/statistics","23","2","13","4","9","1","0","1","10","1","2011-11-05 15:23:32.927573",
